imageFilename,WindField,geometry_x,geometry_y,heading,dx,dy,ratio,speed
wind_field_estimation_Orb_tnr_spk_TC_images.1860.tif,wind_42,-30.41149712,35.08719804,175.7808131,-26.01,96.56,0.73,9.3
wind_field_estimation_Orb_tnr_spk_TC_images.1861.tif,wind_29,-30.37915128,35.08227559,175.4879064,-26.54,96.41,0.78,12.1
wind_field_estimation_Orb_tnr_spk_TC_images.1863.tif,wind_28,-30.34680544,35.07735315,174.5047197,-28.25,95.93,0.72,19.1
wind_field_estimation_Orb_tnr_spk_TC_images.1903.tif,wind_1196,-32.52265072,35.05544142,173.9622493,-27.05,96.27,0.78,14.5
wind_field_estimation_Orb_tnr_spk_TC_images.1906.tif,wind_1001,-32.45231148,35.07368716,163.4041751,-44.49,89.56,0.78,9.3
wind_field_estimation_Orb_tnr_spk_TC_images.1907.tif,wind_1000,-32.41987317,35.06930431,172.8779964,-28.99,95.71,0.8,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.1909.tif,wind_1005,-32.38742682,35.06489067,173.4676667,-28.02,96,0.84,15.2
wind_field_estimation_Orb_tnr_spk_TC_images.1910.tif,wind_1004,-32.35498045,35.06047702,177.7380587,-20.72,97.83,0.73,17.2
wind_field_estimation_Orb_tnr_spk_TC_images.1912.tif,wind_987,-32.32253408,35.05606338,173.984013,-27.2,96.23,0.79,12.9
wind_field_estimation_Orb_tnr_spk_TC_images.1915.tif,wind_988,-32.25209975,35.07419875,174.9569269,-25.61,96.67,0.71,8.7
wind_field_estimation_Orb_tnr_spk_TC_images.1916.tif,wind_993,-32.219657,35.06974934,181.0193688,-15.13,98.85,0.76,12.4
wind_field_estimation_Orb_tnr_spk_TC_images.1918.tif,wind_992,-32.18721425,35.06529993,177.4213897,-21.43,97.68,0.76,8.9
wind_field_estimation_Orb_tnr_spk_TC_images.1919.tif,wind_976,-32.15477152,35.06085051,171.9381336,-30.82,95.13,0.72,13.3
wind_field_estimation_Orb_tnr_spk_TC_images.1920.tif,wind_979,-32.12234062,35.05637366,168.7733903,-36.14,93.24,0.72,8.9
wind_field_estimation_Orb_tnr_spk_TC_images.1923.tif,wind_815,-32.05186598,35.07440227,175.0910744,-25.57,96.67,0.73,20
wind_field_estimation_Orb_tnr_spk_TC_images.1925.tif,wind_814,-32.01942841,35.06991638,177.3702209,-21.68,97.62,0.64,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.1926.tif,wind_795,-31.98699766,35.06541252,179.093076,-18.73,98.23,0.74,11.1
wind_field_estimation_Orb_tnr_spk_TC_images.1928.tif,wind_811,-31.954574,35.06088983,178.1045671,-20.48,97.88,0.82,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.1929.tif,wind_810,-31.92215034,35.05636713,176.9903272,-22.44,97.45,0.73,18.5
wind_field_estimation_Orb_tnr_spk_TC_images.1932.tif,wind_802,-31.85162106,35.07431918,177.4689254,-21.68,97.62,0.86,19.9
wind_field_estimation_Orb_tnr_spk_TC_images.1934.tif,wind_792,-31.81920226,35.06976022,173.0615778,-29.26,95.62,0.78,16.7
wind_field_estimation_Orb_tnr_spk_TC_images.1935.tif,wind_797,-31.78678345,35.06520127,168.6648291,-36.63,93.05,0.78,12.7
wind_field_estimation_Orb_tnr_spk_TC_images.1936.tif,wind_796,-31.75436464,35.06064232,167.5868983,-38.42,92.32,0.74,7.1
wind_field_estimation_Orb_tnr_spk_TC_images.1938.tif,wind_789,-31.72194586,35.05608337,170.5118994,-33.65,94.17,0.76,5.8
wind_field_estimation_Orb_tnr_spk_TC_images.1941.tif,wind_635,-31.65138911,35.07390245,173.693267,-28.35,95.9,0.84,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.1942.tif,wind_644,-31.61897551,35.06930782,170.8174474,-33.22,94.32,0.64,20
wind_field_estimation_Orb_tnr_spk_TC_images.1944.tif,wind_643,-31.58656192,35.0647132,164.2355795,-43.96,89.82,0.76,10.8
wind_field_estimation_Orb_tnr_spk_TC_images.1945.tif,wind_646,-31.55415927,35.0600913,175.9481882,-24.6,96.93,0.67,8
wind_field_estimation_Orb_tnr_spk_TC_images.1947.tif,wind_645,-31.52176043,35.05545987,166.4431475,-40.51,91.43,0.71,11.8
wind_field_estimation_Orb_tnr_spk_TC_images.1950.tif,wind_525,-31.45114796,35.07320969,174.8302173,-26.6,96.4,0.82,20
wind_field_estimation_Orb_tnr_spk_TC_images.1951.tif,wind_524,-31.418746,35.06856036,177.6907658,-21.72,97.61,0.69,18.3
wind_field_estimation_Orb_tnr_spk_TC_images.1952.tif,wind_519,-31.3863518,35.06389193,172.1444498,-31.23,95,0.75,9.7
wind_field_estimation_Orb_tnr_spk_TC_images.1954.tif,wind_518,-31.35395759,35.0592235,174.1238347,-27.91,96.03,0.79,10.7
wind_field_estimation_Orb_tnr_spk_TC_images.1955.tif,wind_507,-31.32156339,35.05455507,175.4403371,-25.69,96.64,0.77,11
wind_field_estimation_Orb_tnr_spk_TC_images.1957.tif,wind_509,-31.28329937,35.0768919,173.6792683,-28.76,95.78,0.63,11.4
wind_field_estimation_Orb_tnr_spk_TC_images.1958.tif,wind_508,-31.25091093,35.07218795,174.1537398,-27.98,96,0.78,15.5
wind_field_estimation_Orb_tnr_spk_TC_images.1960.tif,wind_513,-31.21852247,35.06748399,171.6376977,-32.26,94.65,0.69,15.9
wind_field_estimation_Orb_tnr_spk_TC_images.1961.tif,wind_512,-31.18613402,35.06278003,168.3718417,-37.7,92.62,0.74,13
wind_field_estimation_Orb_tnr_spk_TC_images.1963.tif,wind_504,-31.15374559,35.05807607,163.214807,-46.02,88.78,0.71,19.3
wind_field_estimation_Orb_tnr_spk_TC_images.1966.tif,wind_336,-31.08305747,35.0756107,173.8010048,-28.74,95.78,0.67,19.7
wind_field_estimation_Orb_tnr_spk_TC_images.1967.tif,wind_331,-31.05067368,35.07087014,177.851542,-21.82,97.59,0.73,17.1
wind_field_estimation_Orb_tnr_spk_TC_images.1968.tif,wind_330,-31.01828991,35.06612958,173.7126114,-28.95,95.72,0.84,20
wind_field_estimation_Orb_tnr_spk_TC_images.1970.tif,wind_311,-30.98591773,35.0613618,169.1063397,-36.7,93.02,0.75,18.9
wind_field_estimation_Orb_tnr_spk_TC_images.1971.tif,wind_327,-30.95354951,35.05658467,171.3120327,-33.07,94.38,0.79,15.8
wind_field_estimation_Orb_tnr_spk_TC_images.1974.tif,wind_321,-30.88280678,35.07404882,179.674492,-18.81,98.22,0.76,9.3
wind_field_estimation_Orb_tnr_spk_TC_images.1976.tif,wind_320,-30.85043618,35.06925416,172.3241263,-31.47,94.92,0.69,8.1
wind_field_estimation_Orb_tnr_spk_TC_images.1977.tif,wind_304,-30.8180739,35.06444118,178.4343122,-21.04,97.76,0.78,18.7
wind_field_estimation_Orb_tnr_spk_TC_images.1979.tif,wind_317,-30.7857116,35.0596282,164.2897731,-44.65,89.48,0.75,7.4
wind_field_estimation_Orb_tnr_spk_TC_images.1980.tif,wind_316,-30.75334931,35.05481522,173.6661466,-29.29,95.62,0.72,20
wind_field_estimation_Orb_tnr_spk_TC_images.1982.tif,wind_199,-30.71493127,35.07701302,176.1420154,-25.1,96.8,0.75,10.2
wind_field_estimation_Orb_tnr_spk_TC_images.1983.tif,wind_198,-30.68257344,35.07216299,170.9480995,-33.93,94.07,0.76,17.4
wind_field_estimation_Orb_tnr_spk_TC_images.1984.tif,wind_189,-30.65021559,35.06731297,164.2968188,-44.76,89.42,0.76,5.3
wind_field_estimation_Orb_tnr_spk_TC_images.1986.tif,wind_197,-30.61785774,35.06246294,170.6689638,-34.45,93.88,0.8,12.2
wind_field_estimation_Orb_tnr_spk_TC_images.1987.tif,wind_196,-30.58549991,35.05761292,172.8538342,-30.84,95.13,0.74,20
wind_field_estimation_Orb_tnr_spk_TC_images.1990.tif,wind_50,-30.51469497,35.07486154,146.6302109,-70.02,71.4,0.75,6.4
wind_field_estimation_Orb_tnr_spk_TC_images.1992.tif,wind_41,-30.48234391,35.06997553,176.5548646,-24.61,96.92,0.74,6.7
wind_field_estimation_Orb_tnr_spk_TC_images.1993.tif,wind_45,-30.44999287,35.06508952,176.43322,-24.85,96.86,0.73,6.4
wind_field_estimation_Orb_tnr_spk_TC_images.1995.tif,wind_44,-30.41765365,35.06017616,173.2071911,-30.4,95.27,0.74,15.4
wind_field_estimation_Orb_tnr_spk_TC_images.1996.tif,wind_31,-30.3853184,35.05525357,177.9346594,-22.33,97.47,0.68,11.1
wind_field_estimation_Orb_tnr_spk_TC_images.1999.tif,wind_6,-30.31445961,35.0724307,156.4880486,-56.87,82.26,0.75,8.3
wind_field_estimation_Orb_tnr_spk_TC_images.2000.tif,wind_11,-30.28212212,35.06749032,181.7300095,-15.8,98.74,0.68,11.2
wind_field_estimation_Orb_tnr_spk_TC_images.2002.tif,wind_10,-30.24979298,35.06253189,171.688353,-33.11,94.36,0.8,9.1
wind_field_estimation_Orb_tnr_spk_TC_images.2003.tif,wind_23,-30.21746383,35.05757346,181.5392723,-16.2,98.68,0.74,12.4
wind_field_estimation_Orb_tnr_spk_TC_images.2039.tif,wind_1174,-32.49022582,35.05106729,154.2235728,-58.27,81.27,0.77,14
wind_field_estimation_Orb_tnr_spk_TC_images.2041.tif,wind_1191,-32.45780091,35.04669316,174.3682994,-26.42,96.45,0.79,20
wind_field_estimation_Orb_tnr_spk_TC_images.2042.tif,wind_1190,-32.4253735,35.04230952,183.7679596,-10.09,99.49,0.75,16.2
wind_field_estimation_Orb_tnr_spk_TC_images.2044.tif,wind_1187,-32.39293786,35.03789509,175.4874779,-24.56,96.94,0.7,18.5
wind_field_estimation_Orb_tnr_spk_TC_images.2045.tif,wind_1186,-32.36050219,35.03348065,174.6292726,-26.06,96.55,0.69,17.3
wind_field_estimation_Orb_tnr_spk_TC_images.2048.tif,wind_991,-32.29008774,35.05164973,165.5606819,-41.21,91.11,0.79,11
wind_field_estimation_Orb_tnr_spk_TC_images.2050.tif,wind_990,-32.2576557,35.04720036,173.2393781,-28.54,95.84,0.72,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.2051.tif,wind_995,-32.22522384,35.0427505,177.250282,-21.7,97.62,0.71,8.5
wind_field_estimation_Orb_tnr_spk_TC_images.2052.tif,wind_994,-32.19279198,35.03830065,177.4643585,-21.36,97.69,0.84,20
wind_field_estimation_Orb_tnr_spk_TC_images.2054.tif,wind_977,-32.16036013,35.03385079,168.8970272,-35.89,93.34,0.76,15.2
wind_field_estimation_Orb_tnr_spk_TC_images.2057.tif,wind_978,-32.08991389,35.05188704,169.341978,-35.23,93.59,0.76,15.5
wind_field_estimation_Orb_tnr_spk_TC_images.2058.tif,wind_983,-32.05748716,35.04740041,173.1461063,-28.89,95.74,0.72,13.2
wind_field_estimation_Orb_tnr_spk_TC_images.2060.tif,wind_982,-32.02506045,35.04291379,174.1169804,-27.27,96.21,0.78,7
wind_field_estimation_Orb_tnr_spk_TC_images.2061.tif,wind_970,-31.99264049,35.03840919,172.4041984,-30.22,95.33,0.83,8.4
wind_field_estimation_Orb_tnr_spk_TC_images.2062.tif,wind_973,-31.96022756,35.03388576,173.4544438,-28.47,95.86,0.75,13.5
wind_field_estimation_Orb_tnr_spk_TC_images.2066.tif,wind_805,-31.88972668,35.05184444,176.4221892,-23.45,97.21,0.78,20
wind_field_estimation_Orb_tnr_spk_TC_images.2067.tif,wind_804,-31.85730682,35.04731297,164.1025363,-43.95,89.82,0.73,13.9
wind_field_estimation_Orb_tnr_spk_TC_images.2068.tif,wind_793,-31.82489894,35.04275357,171.0687985,-32.62,94.53,0.77,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.2070.tif,wind_799,-31.79249104,35.03819418,175.983918,-24.31,97,0.77,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.2071.tif,wind_798,-31.76008314,35.03363479,179.7705884,-17.78,98.41,0.74,16.4
wind_field_estimation_Orb_tnr_spk_TC_images.2074.tif,wind_788,-31.68954279,35.05148851,162.6656755,-46.36,88.6,0.76,10.3
wind_field_estimation_Orb_tnr_spk_TC_images.2076.tif,wind_766,-31.65713985,35.0468933,171.0022667,-32.89,94.44,0.75,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.2077.tif,wind_785,-31.62473692,35.04229808,172.8756832,-29.77,95.47,0.68,15.1
wind_field_estimation_Orb_tnr_spk_TC_images.2078.tif,wind_784,-31.592334,35.03770286,168.5473359,-37.01,92.9,0.74,19.9
wind_field_estimation_Orb_tnr_spk_TC_images.2080.tif,wind_777,-31.55994203,35.03308038,177.5566809,-21.83,97.59,0.66,19.4
wind_field_estimation_Orb_tnr_spk_TC_images.2083.tif,wind_630,-31.48936158,35.05082843,175.3702552,-25.65,96.65,0.66,4.6
wind_field_estimation_Orb_tnr_spk_TC_images.2084.tif,wind_639,-31.45696274,35.046197,180.3247051,-17.1,98.53,0.72,12.1
wind_field_estimation_Orb_tnr_spk_TC_images.2086.tif,wind_638,-31.42457155,35.04154723,180.3982456,-17.01,98.54,0.62,13
wind_field_estimation_Orb_tnr_spk_TC_images.2087.tif,wind_642,-31.39218822,35.0368785,172.1530353,-31.22,95,0.79,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.2089.tif,wind_641,-31.35980487,35.03220978,175.6365915,-25.33,96.74,0.82,17.8
wind_field_estimation_Orb_tnr_spk_TC_images.2092.tif,wind_511,-31.28917322,35.04987792,171.6009257,-32.25,94.66,0.74,17.1
wind_field_estimation_Orb_tnr_spk_TC_images.2093.tif,wind_510,-31.25679551,35.04517352,170.0044985,-34.94,93.7,0.73,18.8
wind_field_estimation_Orb_tnr_spk_TC_images.2094.tif,wind_515,-31.22441779,35.04046912,169.4162911,-35.94,93.32,0.79,16
wind_field_estimation_Orb_tnr_spk_TC_images.2096.tif,wind_514,-31.19204006,35.03576472,171.1365382,-33.11,94.36,0.73,11.5
wind_field_estimation_Orb_tnr_spk_TC_images.2099.tif,wind_501,-31.12137258,35.05333546,176.3664102,-24.33,97,0.66,16.2
wind_field_estimation_Orb_tnr_spk_TC_images.2100.tif,wind_500,-31.08899965,35.04859461,175.3821717,-26.05,96.55,0.64,16.2
wind_field_estimation_Orb_tnr_spk_TC_images.2102.tif,wind_497,-31.05662673,35.04385376,177.6239168,-22.22,97.5,0.71,20
wind_field_estimation_Orb_tnr_spk_TC_images.2103.tif,wind_496,-31.02425382,35.0391129,175.3532362,-26.16,96.52,0.68,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.2105.tif,wind_486,-30.99189229,35.03434472,181.9104295,-14.81,98.9,0.65,20
wind_field_estimation_Orb_tnr_spk_TC_images.2108.tif,wind_326,-30.92118128,35.05180754,176.9162997,-23.57,97.18,0.64,20
wind_field_estimation_Orb_tnr_spk_TC_images.2109.tif,wind_323,-30.88881306,35.04703041,180.3301915,-17.67,98.43,0.73,20
wind_field_estimation_Orb_tnr_spk_TC_images.2110.tif,wind_322,-30.85645307,35.04223538,168.5347268,-37.77,92.59,0.75,17.7
wind_field_estimation_Orb_tnr_spk_TC_images.2112.tif,wind_305,-30.82410143,35.03742211,172.8720871,-30.58,95.21,0.7,5.2
wind_field_estimation_Orb_tnr_spk_TC_images.2113.tif,wind_319,-30.79174978,35.03260883,159.0725566,-52.68,85,0.82,15.2
wind_field_estimation_Orb_tnr_spk_TC_images.2116.tif,wind_313,-30.7209908,35.04999309,177.0451,-23.55,97.19,0.72,15
wind_field_estimation_Orb_tnr_spk_TC_images.2118.tif,wind_312,-30.68864378,35.04514292,166.1558523,-41.78,90.85,0.77,20
wind_field_estimation_Orb_tnr_spk_TC_images.2119.tif,wind_298,-30.65629674,35.04029275,168.907052,-37.34,92.77,0.83,17.6
wind_field_estimation_Orb_tnr_spk_TC_images.2121.tif,wind_307,-30.62394971,35.03544258,166.4124445,-41.42,91.02,0.81,7.7
wind_field_estimation_Orb_tnr_spk_TC_images.2124.tif,wind_191,-30.5531596,35.05272674,163.8250472,-45.61,88.99,0.79,12.4
wind_field_estimation_Orb_tnr_spk_TC_images.2125.tif,wind_190,-30.52081932,35.04784044,176.7099089,-24.32,97,0.74,6
wind_field_estimation_Orb_tnr_spk_TC_images.2126.tif,wind_174,-30.48847903,35.04295413,171.2712527,-33.58,94.19,0.81,20
wind_field_estimation_Orb_tnr_spk_TC_images.2128.tif,wind_193,-30.45613877,35.03806783,178.0014093,-22.15,97.52,0.66,6.3
wind_field_estimation_Orb_tnr_spk_TC_images.2129.tif,wind_192,-30.42381019,35.03315429,175.1154469,-27.16,96.24,0.81,9.7
wind_field_estimation_Orb_tnr_spk_TC_images.2132.tif,wind_30,-30.35298314,35.05033098,173.4760459,-30,95.39,0.78,12.9
wind_field_estimation_Orb_tnr_spk_TC_images.2134.tif,wind_7,-30.3206479,35.04540838,177.0441722,-23.93,97.09,0.82,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.2135.tif,wind_13,-30.28832109,35.04046778,173.5922607,-29.88,95.43,0.71,13.7
wind_field_estimation_Orb_tnr_spk_TC_images.2137.tif,wind_12,-30.25600273,35.03550906,174.2400846,-28.81,95.76,0.75,12.3
wind_field_estimation_Orb_tnr_spk_TC_images.2140.tif,wind_22,-30.18513468,35.05261503,173.4513843,-30.2,95.33,0.74,13.2
wind_field_estimation_Orb_tnr_spk_TC_images.2141.tif,wind_8,-30.15280979,35.04764724,174.9327967,-27.73,96.08,0.83,14.7
wind_field_estimation_Orb_tnr_spk_TC_images.2142.tif,wind_15,-30.12049762,35.04265125,171.4684868,-33.61,94.18,0.75,20
wind_field_estimation_Orb_tnr_spk_TC_images.2144.tif,wind_14,-30.08818543,35.03765526,171.1493665,-34.17,93.98,0.8,20
wind_field_estimation_Orb_tnr_spk_TC_images.2145.tif,wind_37,-30.05587325,35.03265927,177.6136562,-23.21,97.27,0.81,16.1
wind_field_estimation_Orb_tnr_spk_TC_images.2173.tif,wind_1197,-32.52811434,35.02844841,169.8806838,-33.93,94.07,0.75,20
wind_field_estimation_Orb_tnr_spk_TC_images.2174.tif,wind_1175,-32.49570041,35.0240734,172.8832754,-28.92,95.73,0.74,17
wind_field_estimation_Orb_tnr_spk_TC_images.2176.tif,wind_1193,-32.46328648,35.01969838,173.6969067,-27.57,96.13,0.73,16.6
wind_field_estimation_Orb_tnr_spk_TC_images.2177.tif,wind_1192,-32.43086996,35.01531393,174.4974,-26.23,96.5,0.75,16.2
wind_field_estimation_Orb_tnr_spk_TC_images.2178.tif,wind_1189,-32.39844497,35.01089891,176.657698,-22.55,97.42,0.85,16.6
wind_field_estimation_Orb_tnr_spk_TC_images.2181.tif,wind_1159,-32.32806653,35.02906622,175.2073077,-25.1,96.8,0.68,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.2183.tif,wind_1156,-32.29563088,35.02465179,167.026365,-38.83,92.15,0.73,9
wind_field_estimation_Orb_tnr_spk_TC_images.2184.tif,wind_1155,-32.26320972,35.02020183,175.3491444,-24.93,96.84,0.75,11
wind_field_estimation_Orb_tnr_spk_TC_images.2186.tif,wind_1164,-32.23078874,35.01575139,179.057508,-18.55,98.26,0.84,11.4
wind_field_estimation_Orb_tnr_spk_TC_images.2187.tif,wind_1163,-32.19836775,35.01130095,165.3127278,-41.68,90.9,0.8,15.8
wind_field_estimation_Orb_tnr_spk_TC_images.2190.tif,wind_981,-32.12794009,35.02937328,174.378285,-26.74,96.36,0.83,8
wind_field_estimation_Orb_tnr_spk_TC_images.2192.tif,wind_980,-32.09552423,35.02488592,178.6606476,-19.39,98.1,0.66,17.5
wind_field_estimation_Orb_tnr_spk_TC_images.2193.tif,wind_985,-32.06310835,35.02039856,177.4337891,-21.55,97.65,0.63,11.5
wind_field_estimation_Orb_tnr_spk_TC_images.2194.tif,wind_984,-32.03069249,35.0159112,176.6699266,-22.9,97.34,0.74,18.9
wind_field_estimation_Orb_tnr_spk_TC_images.2196.tif,wind_971,-31.99828332,35.01140586,172.7682499,-29.61,95.52,0.76,11.9
wind_field_estimation_Orb_tnr_spk_TC_images.2199.tif,wind_972,-31.92781461,35.02936233,179.6885956,-17.76,98.41,0.79,7.3
wind_field_estimation_Orb_tnr_spk_TC_images.2200.tif,wind_967,-31.89540167,35.0248389,174.96274,-25.96,96.57,0.72,20
wind_field_estimation_Orb_tnr_spk_TC_images.2202.tif,wind_966,-31.86299258,35.02030676,180.6561862,-16.14,98.69,0.76,10.2
wind_field_estimation_Orb_tnr_spk_TC_images.2203.tif,wind_956,-31.83059561,35.01574692,171.4902188,-31.92,94.77,0.71,7.8
wind_field_estimation_Orb_tnr_spk_TC_images.2205.tif,wind_963,-31.79819862,35.01118709,167.8354553,-38,92.5,0.69,18.5
wind_field_estimation_Orb_tnr_spk_TC_images.2208.tif,wind_791,-31.72767526,35.02907539,183.8103064,-10.72,99.42,0.75,11.7
wind_field_estimation_Orb_tnr_spk_TC_images.2209.tif,wind_790,-31.69528286,35.02447995,162.8284494,-46.11,88.73,0.78,8.6
wind_field_estimation_Orb_tnr_spk_TC_images.2210.tif,wind_767,-31.6628906,35.01988414,171.0893674,-32.75,94.49,0.74,17.5
wind_field_estimation_Orb_tnr_spk_TC_images.2212.tif,wind_787,-31.63049833,35.01528833,172.498315,-30.41,95.26,0.79,9.3
wind_field_estimation_Orb_tnr_spk_TC_images.2213.tif,wind_786,-31.59810607,35.01069253,162.8937174,-46.08,88.75,0.84,7.4
wind_field_estimation_Orb_tnr_spk_TC_images.2216.tif,wind_776,-31.52755386,35.02844835,171.8925204,-31.53,94.9,0.75,10.2
wind_field_estimation_Orb_tnr_spk_TC_images.2218.tif,wind_760,-31.49516568,35.02381633,161.0264846,-49.07,87.13,0.79,6.5
wind_field_estimation_Orb_tnr_spk_TC_images.2219.tif,wind_781,-31.46277752,35.0191843,171.6583264,-31.98,94.75,0.76,11.6
wind_field_estimation_Orb_tnr_spk_TC_images.2221.tif,wind_780,-31.43039709,35.01453409,168.250674,-37.68,92.63,0.84,13.8
wind_field_estimation_Orb_tnr_spk_TC_images.2222.tif,wind_773,-31.39802463,35.00986507,169.5848186,-35.51,93.48,0.85,13.2
wind_field_estimation_Orb_tnr_spk_TC_images.2225.tif,wind_621,-31.32742154,35.02754105,170.6273924,-33.83,94.1,0.81,6
wind_field_estimation_Orb_tnr_spk_TC_images.2226.tif,wind_634,-31.29504217,35.02286357,175.1964656,-26.16,96.52,0.77,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.2228.tif,wind_633,-31.26267508,35.01815872,172.0081154,-31.6,94.88,0.8,17.3
wind_field_estimation_Orb_tnr_spk_TC_images.2229.tif,wind_637,-31.23030798,35.01345388,173.2334113,-29.56,95.53,0.75,9.2
wind_field_estimation_Orb_tnr_spk_TC_images.2231.tif,wind_636,-31.19794088,35.00874904,173.1147116,-29.79,95.46,0.79,16.4
wind_field_estimation_Orb_tnr_spk_TC_images.2232.tif,wind_505,-31.15966236,35.03106032,173.0920108,-29.87,95.44,0.7,17.4
wind_field_estimation_Orb_tnr_spk_TC_images.2234.tif,wind_503,-31.12730012,35.02631935,177.9447864,-21.58,97.64,0.72,17.3
wind_field_estimation_Orb_tnr_spk_TC_images.2235.tif,wind_502,-31.09493796,35.02157814,177.3912483,-22.57,97.42,0.7,10.2
wind_field_estimation_Orb_tnr_spk_TC_images.2237.tif,wind_499,-31.0625758,35.01683694,178.1878312,-21.22,97.72,0.58,16.1
wind_field_estimation_Orb_tnr_spk_TC_images.2238.tif,wind_498,-31.03021366,35.01209573,170.4638546,-34.39,93.9,0.8,15.9
wind_field_estimation_Orb_tnr_spk_TC_images.2241.tif,wind_489,-30.95953463,35.02956715,171.5472169,-32.68,94.51,0.83,20
wind_field_estimation_Orb_tnr_spk_TC_images.2242.tif,wind_488,-30.92717698,35.02478957,175.3669043,-26.24,96.5,0.83,20
wind_field_estimation_Orb_tnr_spk_TC_images.2244.tif,wind_493,-30.89481933,35.020012,178.951302,-20.08,97.96,0.75,20
wind_field_estimation_Orb_tnr_spk_TC_images.2245.tif,wind_492,-30.86246995,35.01521661,168.5147792,-37.81,92.58,0.71,15.1
wind_field_estimation_Orb_tnr_spk_TC_images.2247.tif,wind_472,-30.83012897,35.01040304,172.7683019,-30.76,95.15,0.71,15.8
wind_field_estimation_Orb_tnr_spk_TC_images.2250.tif,wind_318,-30.75939814,35.02779556,168.2709027,-38.28,92.38,0.67,7.6
wind_field_estimation_Orb_tnr_spk_TC_images.2251.tif,wind_315,-30.72705032,35.02297317,183.9518717,-11.47,99.34,0.65,9.6
wind_field_estimation_Orb_tnr_spk_TC_images.2253.tif,wind_314,-30.69471412,35.01812285,172.613827,-31.15,95.03,0.79,20
wind_field_estimation_Orb_tnr_spk_TC_images.2254.tif,wind_299,-30.6623779,35.01327254,164.8298805,-43.93,89.84,0.74,10.1
wind_field_estimation_Orb_tnr_spk_TC_images.2255.tif,wind_309,-30.63004168,35.00842222,178.0374117,-21.93,97.56,0.66,20
wind_field_estimation_Orb_tnr_spk_TC_images.2257.tif,wind_306,-30.5916027,35.03059241,171.3559504,-33.36,94.27,0.76,13
wind_field_estimation_Orb_tnr_spk_TC_images.2258.tif,wind_301,-30.55927316,35.02570593,174.7533726,-27.65,96.1,0.7,12.4
wind_field_estimation_Orb_tnr_spk_TC_images.2260.tif,wind_300,-30.52694366,35.02081934,167.5498272,-39.69,91.79,0.77,13.8
wind_field_estimation_Orb_tnr_spk_TC_images.2261.tif,wind_292,-30.49461416,35.01593274,176.0385905,-25.51,96.69,0.72,18.3
wind_field_estimation_Orb_tnr_spk_TC_images.2263.tif,wind_295,-30.46228467,35.01104614,170.8234963,-34.36,93.91,0.73,15.7
wind_field_estimation_Orb_tnr_spk_TC_images.2266.tif,wind_188,-30.39148552,35.02823155,176.1418515,-25.43,96.71,0.64,6.5
wind_field_estimation_Orb_tnr_spk_TC_images.2267.tif,wind_187,-30.35916085,35.02330881,171.5962643,-33.17,94.34,0.72,12.6
wind_field_estimation_Orb_tnr_spk_TC_images.2268.tif,wind_167,-30.32683619,35.01838607,166.4374381,-41.66,90.91,0.79,10.2
wind_field_estimation_Orb_tnr_spk_TC_images.2270.tif,wind_182,-30.29452006,35.01344524,177.7386524,-22.78,97.37,0.67,10.9
wind_field_estimation_Orb_tnr_spk_TC_images.2271.tif,wind_181,-30.26221247,35.00848622,168.9859861,-37.6,92.66,0.84,5.5
wind_field_estimation_Orb_tnr_spk_TC_images.2273.tif,wind_25,-30.22368435,35.03055033,171.8761618,-32.83,94.46,0.7,11.7
wind_field_estimation_Orb_tnr_spk_TC_images.2274.tif,wind_24,-30.19136598,35.02559161,179.1940803,-20.34,97.91,0.7,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.2276.tif,wind_9,-30.15905179,35.0206236,166.929778,-41.05,91.19,0.77,18.5
wind_field_estimation_Orb_tnr_spk_TC_images.2277.tif,wind_17,-30.12675011,35.01562761,175.7189537,-26.42,96.45,0.6,20
wind_field_estimation_Orb_tnr_spk_TC_images.2279.tif,wind_16,-30.09444841,35.01063162,178.251734,-22.08,97.53,0.7,13.5
wind_field_estimation_Orb_tnr_spk_TC_images.2282.tif,wind_36,-30.02356109,35.02766328,180.9084125,-17.51,98.45,0.63,6.3
wind_field_estimation_Orb_tnr_spk_TC_images.2283.tif,wind_26,-29.99126518,35.02263131,166.2424752,-42.3,90.61,0.79,17.5
wind_field_estimation_Orb_tnr_spk_TC_images.2284.tif,wind_33,-29.95896926,35.01759934,173.7564275,-29.92,95.42,0.83,11.1
wind_field_estimation_Orb_tnr_spk_TC_images.2286.tif,wind_32,-29.92667333,35.01256737,186.7234007,-7.33,99.73,0.68,6.9
wind_field_estimation_Orb_tnr_spk_TC_images.2308.tif,wind_1246,-32.53357796,35.00145541,174.274265,-26.53,96.42,0.73,8.5
